id_prosite,num_prosite,id_enzyme
364,PDOC00399,1659
365,PDOC00170,1661
366,PDOC00399,1663
367,PDOC00165,1671
368,PDOC51471,1671
369,PDOC00081,1676
370,PDOC00081,1677
371,PDOC00081,1678
372,PDOC00081,1680
373,PDOC00512,1686
374,PDOC00081,1692
375,PDOC00081,1693
376,PDOC00081,1705
377,PDOC00082,1737
378,PDOC00083,1737
379,PDOC00597,1737
380,PDOC00073,1739
381,PDOC00076,1749
382,PDOC00484,1757
383,PDOC01000,1761
384,PDOC00484,1765
385,PDOC00084,1767
386,PDOC00317,1767
387,PDOC00665,1768
388,PDOC00060,1778
389,PDOC00085,1788
390,PDOC00580,1788
391,PDOC00063,1792
392,PDOC51471,1800
393,PDOC00674,1802
394,PDOC00834,1823
395,PDOC00172,1829
396,PDOC00925,1829
397,PDOC00172,1830
398,PDOC00925,1830
399,PDOC00844,1853
400,PDOC50972,1865
401,PDOC00844,1880
402,PDOC00945,1887
403,PDOC00089,1889
404,PDOC00086,1897
405,PDOC01033,1905
406,PDOC51143,1914
407,PDOC00320,1915
408,PDOC00087,1924
409,PDOC00985,1929
410,PDOC00844,1948
411,PDOC00656,1959
412,PDOC00088,1965
413,PDOC00911,2015
414,PDOC00871,2033
415,PDOC00911,2053
416,PDOC00089,2056
417,PDOC00090,2169
418,PDOC00319,2170
419,PDOC00319,2177
420,PDOC00167,2183
421,PDOC00091,2184
422,PDOC00091,2185
423,PDOC00091,2191
424,PDOC50980,2192
425,PDOC00635,2199
426,PDOC00741,2200
427,PDOC00635,2201
428,PDOC00166,2204
429,PDOC00635,2205
430,PDOC00402,2215
431,PDOC00402,2216
432,PDOC00092,2218
433,PDOC00092,2225
434,PDOC00094,2227
435,PDOC00402,2230
436,PDOC00093,2237
437,PDOC00094,2237
438,PDOC00518,2238
439,PDOC00094,2239
440,PDOC00518,2246
441,PDOC00529,2250
442,PDOC00110,2252
443,PDOC00518,2256
444,PDOC00518,2259
445,PDOC00665,2263
446,PDOC00403,2283
447,PDOC00094,2288
448,PDOC00403,2304
449,PDOC00752,2306
450,PDOC00529,2320
451,PDOC00094,2326
452,PDOC00094,2338
453,PDOC00403,2365
454,PDOC00403,2368
455,PDOC00529,2370
456,PDOC00061,2379
457,PDOC00092,2385
458,PDOC51186,2387
459,PDOC00529,2388
460,PDOC01017,2390
461,PDOC51186,2392
462,PDOC51186,2393
463,PDOC51186,2398
464,PDOC00073,2399
465,PDOC00404,2455
466,PDOC00473,2466
467,PDOC00422,2476
468,PDOC00422,2480
469,PDOC00335,2483
470,PDOC00441,2484
471,PDOC00942,2485
472,PDOC00643,2488
473,PDOC50991,2488
474,PDOC00643,2489
475,PDOC50991,2489
476,PDOC00166,2490
477,PDOC00095,2492
478,PDOC00359,2508
479,PDOC51166,2510
480,PDOC00359,2536
481,PDOC00359,2582
482,PDOC00359,2606
483,PDOC00359,2686
484,PDOC00359,2701
485,PDOC00359,2706
486,PDOC00532,2734
487,PDOC51175,2739
488,PDOC00359,2745
489,PDOC00946,2821
490,PDOC00954,2821
491,PDOC00557,2822
492,PDOC00946,2823
493,PDOC00557,2824
494,PDOC00096,2827
495,PDOC00096,2828
496,PDOC00096,2830
497,PDOC00096,2834
498,PDOC00406,2834
499,PDOC01020,2837
500,PDOC00096,2842
501,PDOC00946,2848
502,PDOC00954,2848
503,PDOC00360,2850
504,PDOC51059,2850
505,PDOC00993,2851
506,PDOC00172,2896
507,PDOC00407,2899
508,PDOC00369,2904
509,PDOC00581,2907
510,PDOC00407,2908
511,PDOC00630,2913
512,PDOC50972,2913
513,PDOC01033,2914
514,PDOC00097,2917
515,PDOC00802,2919
516,PDOC01033,2920
517,PDOC00407,2927
518,PDOC00817,2929
519,PDOC00727,2937
520,PDOC51142,2941
521,PDOC00700,2945
522,PDOC00677,2946
523,PDOC00677,2947
524,PDOC00703,2956
525,PDOC00703,2957
526,PDOC00703,2958
527,PDOC00461,2959
528,PDOC01033,2977
529,PDOC00098,3027
530,PDOC00098,3031
531,PDOC00518,3035
532,PDOC00519,3037
533,PDOC00519,3039
534,PDOC00406,3042
535,PDOC51464,3042
536,PDOC00094,3043
537,PDOC00519,3045
538,PDOC00618,3047
539,PDOC00618,3068
540,PDOC00514,3070
541,PDOC00514,3071
542,PDOC00514,3077
543,PDOC00514,3078
544,PDOC00098,3083
545,PDOC00519,3088
546,PDOC00519,3102
547,PDOC00519,3103
548,PDOC00519,3107
549,PDOC00519,3108
550,PDOC00098,3109
551,PDOC00948,3111
552,PDOC00370,3142
553,PDOC00370,3143
554,PDOC00866,3143
555,PDOC00504,3145
556,PDOC00866,3145
557,PDOC00099,3147
558,PDOC00545,3147
559,PDOC00336,3152
560,PDOC00504,3152
561,PDOC00408,3153
562,PDOC00504,3156
563,PDOC00408,3158
564,PDOC00490,3160
565,PDOC00504,3161
566,PDOC00524,3162
567,PDOC00996,3165
568,PDOC00408,3171
569,PDOC00545,3177
570,PDOC00545,3180
571,PDOC00101,3181
572,PDOC00504,3186
573,PDOC00408,3192
574,PDOC00408,3194
575,PDOC00504,3197
576,PDOC00710,3208
577,PDOC00795,3210
578,PDOC00868,3212
579,PDOC00504,3214
580,PDOC50146,3232
581,PDOC50146,3235
582,PDOC00158,3246
583,PDOC00820,3248
584,PDOC50146,3248
585,PDOC50975,3275
586,PDOC00710,3278
587,PDOC50146,3279
588,PDOC00504,3285
589,PDOC00710,3295
590,PDOC00099,3298
591,PDOC00545,3298
592,PDOC50975,3300
593,PDOC00706,3306
594,PDOC00826,3332
595,PDOC00102,3334
596,PDOC00289,3335
597,PDOC00826,3338
598,PDOC00701,3342
599,PDOC00826,3346
600,PDOC00103,3348
601,PDOC00103,3349
602,PDOC00103,3350
603,PDOC00103,3351
604,PDOC00527,3355
605,PDOC00545,3360
606,PDOC00104,3361
607,PDOC00409,3364
608,PDOC00670,3366
609,PDOC01034,3367
610,PDOC00104,3368
611,PDOC00104,3372
612,PDOC00105,3395
613,PDOC00631,3397
614,PDOC00106,3405
615,PDOC00410,3405
616,PDOC00411,3405
617,PDOC00790,3405
618,PDOC00854,3405
619,PDOC00855,3405
620,PDOC00856,3405
621,PDOC00889,3405
622,PDOC00896,3405
623,PDOC00107,3406
624,PDOC00412,3406
625,PDOC00452,3406
626,PDOC00108,3411
627,PDOC00094,3422
628,PDOC00638,3426
629,PDOC00452,3430
630,PDOC01019,3440
631,PDOC50507,3447
632,PDOC51471,3447
633,PDOC50878,3448
634,PDOC00983,3455
635,PDOC00321,3492
636,PDOC00321,3493
637,PDOC00321,3496
638,PDOC00321,3499
639,PDOC00321,3502
640,PDOC01046,3504
641,PDOC00527,3534
642,PDOC00527,3535
643,PDOC00100,3539
644,PDOC00100,3540
645,PDOC00100,3541
646,PDOC50109,3542
647,PDOC50109,3544
648,PDOC00100,3547
649,PDOC51158,3547
650,PDOC00100,3550
651,PDOC00100,3551
652,PDOC00100,3552
653,PDOC00100,3553
654,PDOC00100,3554
655,PDOC00100,3555
656,PDOC00100,3556
657,PDOC00100,3557
658,PDOC00100,3558
659,PDOC00100,3559
660,PDOC51158,3560
661,PDOC00100,3561
662,PDOC00100,3562
663,PDOC00100,3563
664,PDOC00100,3564
665,PDOC01049,3564
666,PDOC00100,3565
667,PDOC00100,3566
668,PDOC00100,3570
669,PDOC00100,3576
670,PDOC00100,3577
671,PDOC50109,3580
672,PDOC00322,3582
673,PDOC00322,3583
674,PDOC00980,3637
675,PDOC00980,3638
676,PDOC00980,3640
677,PDOC00980,3641
678,PDOC00112,3664
679,PDOC00110,3666
680,PDOC00112,3666
681,PDOC00109,3667
682,PDOC00279,3668
683,PDOC00112,3670
684,PDOC00112,3671
685,PDOC00413,3674
686,PDOC00112,3676
687,PDOC00920,3692
688,PDOC00110,3697
689,PDOC00110,3710
690,PDOC00112,3722
691,PDOC50122,3724
692,PDOC00140,3737
693,PDOC00903,3742
694,PDOC00110,3745
695,PDOC00903,3746
696,PDOC00112,3747
697,PDOC00112,3761
698,PDOC00127,3774
699,PDOC00750,3774
700,PDOC01031,3782
701,PDOC00113,3792
702,PDOC00538,3793
703,PDOC00891,3793
704,PDOC00627,3796
705,PDOC00538,3799
706,PDOC00538,3801
707,PDOC00114,3802
708,PDOC00158,3804
