id_enzyme,id_article
833,1711
833,1712
833,1713
834,1714
834,1715
834,1716
834,1717
835,1718
836,1719
837,1720
837,1721
838,1722
839,1723
839,1724
839,1725
839,1726
840,1727
841,1728
841,1729
842,1730
842,1731
842,1732
843,1733
843,1734
844,1735
845,1736
846,1737
846,1738
846,1739
847,1740
847,1741
848,1742
848,1743
848,1744
848,1745
848,1740
849,1747
849,1748
849,1749
849,1750
849,1751
849,1752
849,1753
849,1754
850,1755
850,1756
850,1757
850,513
850,1759
850,1760
852,1761
852,1762
853,1763
855,1764
855,1765
856,1766
857,1767
858,1768
858,1769
858,1770
858,1771
858,1772
859,1773
859,1774
860,1775
861,1776
861,1777
861,1778
861,1779
861,1780
861,1781
864,1782
864,1783
865,1784
865,1785
866,1786
866,1787
866,1788
866,1789
866,1790
866,1791
866,1792
866,1793
866,1794
866,1795
867,1796
867,1797
867,1798
867,1791
867,1800
868,1801
868,1802
869,1184
871,1804
871,1244
871,1806
872,1807
872,1808
873,1809
873,1810
873,1811
873,1812
873,1813
873,1814
874,1815
874,1816
874,1817
874,1818
874,1819
875,1820
875,1821
875,1822
875,1823
875,1824
877,1825
878,1826
881,1827
881,1828
881,1829
881,1830
882,1831
883,1832
883,1831
883,1834
883,1835
884,1836
884,1837
884,1838
884,1380
886,1840
886,1841
886,1842
886,1843
887,1844
888,1845
888,1846
889,1847
889,1848
890,1847
890,1848
891,1851
892,1852
892,1853
896,1854
897,1855
898,1856
898,1857
898,1858
899,1859
900,1860
901,1861
901,1862
901,1863
901,1864
902,1865
903,1856
904,1867
905,1868
906,1869
907,1870
908,1871
909,1872
909,1873
909,1874
911,1875
911,1876
912,1877
913,1878
914,1879
914,1880
914,1881
915,1882
915,1883
915,1884
915,1885
915,1886
917,1887
918,1888
919,1889
919,1890
919,1891
919,1892
919,1893
919,1894
919,1895
919,1896
920,1897
920,1898
920,1899
921,1900
922,1901
922,1902
922,1903
923,1904
923,1889
923,1906
923,1907
924,1908
924,1909
924,1910
925,1495
926,1912
927,1913
928,1914
929,1915
929,1916
929,1917
930,1918
930,1919
930,1920
932,1921
933,1922
933,1923
934,1924
934,1923
935,1926
935,1927
938,1928
940,1929
940,1930
941,1931
941,1932
941,1933
941,1934
942,1935
942,1936
943,1937
944,1938
944,1939
944,1940
944,1941
945,1942
945,1943
945,1944
946,1945
946,1946
947,1947
948,1948
949,1947
949,1950
950,1951
950,1952
950,1953
961,1954
962,1955
962,1956
963,1957
963,1197
963,1959
964,1960
965,1961
966,1962
967,1963
967,1964
967,1965
967,1966
967,1967
968,1968
968,1969
968,1970
969,1968
969,1969
969,1973
969,1974
970,1975
970,1976
971,1977
971,1976
971,1979
971,1980
971,1981
974,1926
975,1983
975,1923
975,1985
975,1986
976,1987
977,1988
977,1989
983,1990
984,1991
984,1992
985,1993
985,1994
985,1995
986,1996
986,1997
987,1998
987,1999
988,2000
990,2001
990,2002
990,2003
992,2004
992,2005
992,2006
992,2007
992,2008
992,2009
992,2010
992,2011
992,2012
992,2013
993,2014
994,2015
995,2016
995,2017
995,2018
995,2019
995,2020
995,2021
996,2022
996,2023
996,2024
996,2025
997,2026
997,2027
997,2028
997,2029
997,2030
997,2031
998,2032
998,2026
998,2034
998,2035
998,2036
999,2037
1011,2038
1011,2039
1011,2040
1011,2041
1011,2042
1011,2043
1011,2044
1011,2045
1011,2046
1012,2047
1012,2048
1012,2049
1012,2050
1012,2051
1013,2052
1014,2053
1014,2054
1014,2055
1014,2056
1015,1139
1016,2058
1017,2059
1017,2060
1017,2061
1017,2062
1017,2063
1018,2064
1018,2065
1018,2066
1018,2067
1019,2068
1019,2069
1019,2070
1028,2071
1037,2072
1037,2073
1037,2074
1037,2075
1037,2076
1039,2077
1039,2078
1039,2079
1039,2080
1041,2081
1050,2082
1050,2083
1051,2084
1051,2085
1051,2086
1051,2087
1051,2088
1052,2085
1052,2090
1052,2091
1052,2088
1053,2085
1053,2094
1053,2095
1053,2096
1053,2088
1054,2098
1054,2099
1054,2100
1054,2101
1054,2102
1054,2103
1054,2104
1054,2105
1054,2106
1054,2107
1055,2108
1056,2109
1056,2110
1057,2111
1057,2112
1059,2113
1059,2114
1060,2115
1060,2116
1060,2117
1061,2118
1062,2119
1062,2120
1063,2121
1063,2122
1063,2123
1063,2124
1063,2125
1063,2126
1064,2127
1064,2128
1064,2129
1064,2130
1065,2131
1065,2132
1065,2133
1065,2134
1066,2135
1066,2136
1066,2137
1066,2138
1066,2139
1066,2140
1066,2141
1066,2142
1066,2143
1066,2144
1066,2145
1067,2146
1068,2147
1068,2148
1068,2149
1068,2150
1069,2151
1069,2152
1069,2153
1070,2154
1070,2155
1070,2156
1070,2157
1070,2158
1070,2159
1071,2160
1071,2161
1071,2162
1071,2163
1071,2164
1072,2165
1072,2166
1072,2167
1072,2168
1072,2169
1073,2170
1074,2171
1074,2172
1074,2173
1074,2174
1074,2175
1074,2176
1076,2177
1077,2178
1077,2179
1077,2180
1077,2181
1078,2182
1078,2183
1078,2184
1078,2185
1078,2186
1078,2187
1079,2188
1079,2189
1079,2190
1080,2191
1080,2192
1081,2193
1081,2194
1081,2195
1082,2196
1083,2096
1083,2198
1083,2199
1086,2200
1086,2201
1086,2202
1090,2203
1090,2204
1092,2205
1092,2206
1092,2207
1093,2208
1094,2209
1094,2210
1094,2211
1094,2212
1094,1244
1094,1806
1095,524
1095,2216
1096,2217
1096,2218
1096,2219
1097,2220
1097,2221
1097,2222
1097,2223
1097,2224
1097,2225
1097,2226
1098,2227
1099,2228
1099,2229
1099,2230
1100,2231
1100,2232
1100,2233
1101,2234
1101,2235
1102,2236
1102,2237
1102,2238
1103,2239
1103,2240
1103,2241
1104,2242
1104,2243
1104,2244
1105,2245
1105,2246
1106,2247
1106,2248
1107,2249
1107,2250
1108,2251
1108,2252
1108,2253
1109,2254
1109,2255
1110,2256
1110,2257
1111,2258
1112,2259
1112,2260
1112,2261
1112,2262
1112,2263
1112,2264
1113,2265
1113,2266
1114,2267
1114,2268
1114,2269
1115,2270
1115,2271
1115,2272
1115,2273
1115,2274
1115,2275
1115,2276
1115,2277
1115,2278
1115,2279
1115,2280
1116,2281
1117,2282
1118,2283
1118,2284
1119,2285
1119,2286
1120,2287
1121,2288
1121,2289
1122,2290
1123,2291
1126,2292
1127,2293
1128,2294
1128,2295
1128,2296
1129,2297
1129,2298
1129,2299
1129,2300
1130,2301
1130,2302
1130,2303
1130,2304
1130,2305
1130,2306
1130,2307
1130,2308
1130,2309
1130,2310
1131,2301
1131,2312
1131,2303
1131,2304
1131,2305
1131,2306
1131,2307
1131,2308
1131,2309
1131,2320
1132,2321
1132,2322
1132,2323
1132,2306
1133,2325
1134,2326
1135,2327
1136,2328
1136,2329
1136,2330
1136,2331
1137,2332
1137,2333
1137,2334
1137,2335
1137,2336
1137,2337
1139,2338
1140,2339
1140,2340
1140,2341
1141,2342
1141,2343
1141,2344
1141,2345
1142,2346
1142,2347
1142,2348
1143,2349
1143,2350
1143,2351
1144,2352
1145,2353
1145,2354
1145,2355
1147,2356
1147,2357
1147,2358
1147,2359
1147,2360
1149,2361
1150,2362
1151,2363
1152,2364
1153,2365
1153,2366
1153,2367
1153,2368
1153,2369
1153,2370
1154,2371
1154,2372
1154,2373
1154,2374
1154,2375
1154,2376
1154,2377
1154,2378
1155,2379
1155,2380
1155,2381
1155,2382
1155,2383
1155,2384
1155,2385
1155,2386
1156,2387
1156,2388
1156,2389
1157,2390
1157,2391
1157,2392
1157,2393
1158,2394
1159,2395
1162,2396
1162,2397
1163,2398
1163,2399
1163,2400
1163,2401
1163,2402
1164,2403
1164,2404
1164,2405
1164,2406
1164,2407
1165,2408
1165,2409
1165,2410
1166,2411
1166,2412
1166,2413
1166,2414
1166,2415
1166,2416
1167,2417
1167,2418
1167,2399
1167,2420
1168,2421
1168,2422
1170,2423
1170,2424
1170,2425
1170,2426
1171,2427
1171,2428
1171,2429
1171,2430
1171,2431
1171,2432
1171,2433
1172,2434
1172,2435
1172,2436
1173,2437
1174,2438
1176,2439
1176,2440
1176,2441
1177,2442
1177,2443
1177,2444
1177,2445
1177,2446
1178,2447
1178,2448
1178,2449
1178,2450
1178,2451
1178,2452
1178,2453
1178,2454
1178,2455
1179,2456
1179,2457
1179,2458
1179,2459
1179,2460
1179,2461
1179,2462
1179,2463
1179,2464
1179,2465
1179,2466
1180,2467
1180,2468
1180,2469
1181,2470
1181,2471
1181,2472
1181,2473
1181,2474
1181,2475
1181,2476
1181,2477
1181,2478
1182,2479
1182,2480
1182,2481
1182,2482
1182,2483
1182,2484
1183,2485
1184,2486
1184,2487
1184,2488
1185,2489
1185,2490
1185,2491
1185,2492
1185,2493
1185,2494
1185,2495
1185,2496
1185,2497
1186,2498
1186,2499
1186,2500
1186,2501
1187,2502
1187,2503
1187,2504
1187,2505
1187,2506
1187,2507
1187,2508
1187,2509
1187,2510
1187,2511
1188,2512
1189,2513
1189,2514
1189,2515
1189,2516
1189,2517
1190,2518
1190,2519
1190,2520
1190,2521
1190,2522
1190,2523
1190,2524
1190,2525
1190,2526
1191,2527
1191,2528
1192,2529
1192,2530
1192,2531
1192,2532
1192,2533
1193,2534
1193,2535
1194,2536
1194,2537
1194,2538
1194,2539
1194,2540
1194,2541
1194,2542
1194,2543
1194,2544
1195,2545
1195,2546
1195,2547
1195,2548
1195,2549
1195,2550
1195,2551
1196,2552
1196,2553
1196,2554
1196,2555
1196,2556
1197,2557
1197,2558
1197,2559
1197,2560
1197,2561
1197,2562
1197,2563
1197,2564
1199,2565
1199,2566
1200,2567
1200,2568
1200,2569
1200,2570
1200,2571
1201,2572
1201,2573
1202,2574
1203,2575
1203,2576
1203,2577
1203,2578
1203,2579
1203,2580
1204,2581
1204,2582
1204,2583
1204,2584
1204,2585
1204,2586
1206,2587
1206,2588
1206,2589
1206,2590
1206,2591
1206,2592
1207,2593
1207,2594
1207,2595
1207,2596
1207,2597
1208,2598
1208,2599
1209,2600
1209,2601
1209,2602
1210,2603
1210,2569
1210,2570
1210,2574
1216,2587
1216,2608
1216,2609
1230,2610
1230,2611
1230,2612
1230,2613
1231,2610
1231,2615
1231,2616
1231,2617
1231,2618
1231,2619
1232,2620
1232,2621
1232,2622
1233,2610
1233,2624
1233,2625
1234,2626
1234,2627
1234,2610
1234,2629
1234,2630
1234,2631
1235,2632
1235,2610
1237,2634
1238,1983
1238,2636
1238,2637
1238,2638
1239,2639
1240,2640
1240,2641
1240,2642
1240,2643
1240,2644
1241,2645
1241,2646
1241,2647
1241,2648
1241,2649
1243,2650
1244,2651
1244,2652
1244,2653
1245,2654
1245,2655
1245,1468
1246,2657
1246,2658
1246,2659
1246,2660
1247,2661
1247,2662
1248,2663
1248,2664
1248,2665
1248,2666
1249,2667
1251,2668
1252,2669
1253,2670
1253,2671
1253,2672
1254,2673
1255,2674
1255,2675
1256,2676
1256,2677
1257,2678
1257,2679
1258,2680
1258,2681
1259,2680
1259,2681
1260,2684
1260,2685
1260,2686
1262,2687
1262,2688
1262,2689
1262,2690
1263,2691
1263,2692
1263,2693
1263,2694
1264,2695
1265,2696
1265,2697
1266,2698
1266,2699
1266,2700
1267,2701
1268,2702
1268,2703
1268,2704
1268,2705
1268,2706
1269,2707
1270,2708
1272,2709
1274,2710
1274,2711
1274,2712
1275,2713
1276,2714
1276,2715
1276,2716
1277,2714
1277,2715
1277,2716
1278,2720
1278,2721
1279,2722
1280,2723
1280,2724
1280,2725
1280,2726
1280,2727
1280,2728
1281,2729
1281,2730
1281,2731
1281,2732
1281,2643
1281,2734
1281,2735
1281,2736
1282,2737
1282,2738
1282,2739
1282,2740
1282,2741
1282,2742
1282,2743
1282,2744
1283,2737
1283,2738
1283,2747
1283,2740
1283,2741
1283,2742
1283,2743
1283,2744
1284,2753
1284,2754
1284,2755
1284,2756
1285,2757
1285,2758
1285,2759
1286,2760
1286,2761
1287,2762
1287,2763
1287,2764
1287,2765
1288,2766
1288,2767
1288,1676
1289,2769
1289,2770
1289,2771
1289,2772
1290,2773
1290,2774
1290,2775
1291,2776
1291,2777
1292,2778
1292,2779
1293,2780
1293,2781
1294,2782
1295,2783
1295,2784
1295,2785
1296,2786
1297,2787
1297,2788
1298,2789
1298,2790
1298,2788
1299,2790
1300,2793
1300,2794
1301,2795
1301,2796
1301,2797
1302,2798
1303,2799
1303,2800
1303,2801
1304,2802
1304,2803
1305,2800
1306,2805
1309,2806
1309,2807
1309,2808
1310,2809
1310,2810
1310,2811
1311,2812
1311,2813
1312,2814
1312,2815
1313,2816
1313,2817
1313,2818
1313,2819
1313,2820
1313,2821
1314,2822
1314,2823
1314,2824
1314,2825
1315,2826
1315,2827
1315,2828
1316,2829
1317,2830
1317,2831
1317,2832
1317,2833
1321,2834
1321,2835
1323,2836
